,3,2,999919,99919,991999,999919,2,2,1,4,3,5,2,05,2,02,03,2,9,2,3,02,0,3,0,4,2,1,6,2,1,3,04,99999,2,99,  ,04,05,11, ,10,1,1,9999, ,1,09,237945,021048853,0,1,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,4,3,5,2,05,2,02,04,2,9,2,3,02,0,3,0,4,2,1,6,2,1,3,04,99999,2,99,  ,04,05,11, ,10,1,1,9999, ,1,09,946259,021048853,0,1,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,3,5,2,03,2,01,02,2,9,2,3,03,0,3,0,4,2,1,6,2,1,2,99,99999,2,99,  ,03,13,05, ,09,1,1,9999, ,1,09,955584,021048853,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,4,1,1,2,11,2,03,04,2,9,2,4,03,0,3,0,4,2,1,2,2,1,3,03,99999,1,99,  ,04,02,11, ,08,1,1,9999, ,1,09,202726,013374047,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,1,1,2,2,13,2,07,08,1,1,1,3,02,0,3,0,4,1,1,2,2,1,3,01,99999,1,99,  ,04,03,11, ,05,1,1,9999, ,1,09,561302,022275382,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,2,4,2,01,2,02,02,2,9,2,8,04,0,3,0,4,2,1,5,1,1,3,06,99999,2,99,  ,04,13,11, ,08,1,1,9999, ,1,10,117148,014862614,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,2,4,2,03,2,01,03,2,9,2,3,02,0,3,0,4,2,1,2,1,1,2,99,99999,2,99,  ,03,13,05, ,08,1,1,9999, ,1,10,395379,017518412,0,0,0,0,0,0
,3,2,999919,99919,991999,999991,2,2,2,4,2,4,2,03,1,01,03,2,9,2,4,03,0,3,0,4,2,1,1,2,1,3,12,99999,2,99,  ,04,13,11, ,09,1,1,9999, ,1,10,158824,020876110,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,2,5,2,05,2,02,03,2,9,2,5,03,0,3,0,4,1,1,5,1,1,1,99,01700,2,99,  ,80,12,07, ,09,1,1,0340, ,1,10,076512,021117678,0,0,0,0,1,0
,3,2,999919,99919,991999,999919,2,2,2,4,2,5,2,03,2,01,03,2,9,2,6,04,0,3,0,4,1,1,1,2,1,2,99,99999,2,99,  ,03,13,05, ,09,1,1,9999, ,1,10,802477,020028766,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,1,2,1,1,1,2,12,2,05,06,1,1,2,1,01,0,3,0,4,1,3,1,1,3,3,08,99999,2,99,  ,04,03,11, ,06,1,1,9999, ,1,10,772528,021048853,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,4,1,1,2,09,1,02,02,2,9,1,5,03,0,3,0,4,2,2,2,1,2,3,03,99999,2,99,  ,04,03,11, ,03,1,1,9999, ,1,10,311400,023555836,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,1,4,2,10,2,03,02,2,9,2,5,04,0,3,0,4,1,1,5,2,1,1,99,01400,1,99,  ,30,02,07, ,09,1,1,0280, ,1,10,369350,020876110,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,1,1,1,2,12,2,05,03,1,2,2,2,02,0,3,0,4,1,1,4,2,1,3,08,99999,1,99,  ,04,02,11, ,08,1,1,9999, ,1,10,368221,021448009,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,1,1,1,2,12,2,05,03,1,1,1,2,02,0,3,0,4,1,1,3,2,1,1,99,00722,1,99,  ,30,02,07, ,08,1,1,0361, ,1,10,184450,015711667,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,2,1,1,2,12,2,05,05,1,1,1,1,01,0,3,0,4,1,1,2,2,1,1,99,00850,1,99,  ,31,03,07, ,05,1,1,0850, ,1,10,202220,015711667,0,0,0,0,1,0
,3,2,999919,99919,991999,991999,2,2,2,3,2,4,2,08,2,03,05,2,9,2,5,03,0,3,0,4,2,1,8,2,1,3,08,99999,2,99,  ,04,02,11, ,08,1,1,9999, ,1,10,575588,015711667,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,1,5,2,10,2,03,04,2,9,2,3,02,0,3,0,4,2,1,1,2,1,3,01,99999,1,99,  ,04,02,11, ,08,1,1,9999, ,1,10,747366,022136419,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,1,1,5,2,12,3,05,07,1,2,2,3,02,0,3,0,4,2,1,4,2,1,3,06,99999,1,99,  ,04,03,11, ,06,1,1,9999, ,1,10,483898,022136419,0,0,0,0,1,0
,3,2,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,06,07,1,1,1,1,01,0,3,0,4,1,1,3,2,1,1,99,00266,2,16,  ,85,03,07, ,04,1,1,0266, ,1,10,762482,022136419,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,06,07,1,1,1,1,01,0,3,0,4,1,1,6,2,1,3,06,99999,2,16,  ,04,03,11, ,04,1,1,9999, ,1,10,268816,021448009,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,3,5,2,03,2,01,02,2,9,2,3,02,0,3,0,4,2,1,6,2,1,3,01,99999,2,99,  ,04,13,11, ,09,1,1,9999, ,1,10,915295,022136419,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,1,1,1,2,11,1,04,03,1,2,2,3,02,0,3,0,4,1,1,5,2,1,1,99,01300,1,99,  ,30,02,07, ,08,1,1,0433, ,1,10,232785,022136419,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,3,2,4,2,03,1,01,02,2,9,1,2,02,0,3,0,4,3,1,3,2,1,1,99,00800,2,99,  ,80,13,07, ,06,1,1,0400, ,1,11,719382,023381627,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,2,4,2,04,2,01,03,2,9,2,4,03,0,3,0,4,2,1,6,2,1,3,03,99999,2,99,  ,04,13,11, ,09,1,1,9999, ,1,11,978033,020876110,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,2,5,2,03,2,01,02,2,9,2,5,03,0,3,0,4,2,1,6,2,1,1,99,01700,2,99,  ,80,13,07, ,08,1,1,0340, ,1,11,263308,020876110,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,3,3,4,2,03,1,01,03,2,9,2,5,03,0,3,0,4,2,1,4,2,1,3,03,99999,2,99,  ,04,13,11, ,09,1,1,9999, ,1,11,648805,019200873,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,2,4,2,06,2,01,02,2,9,2,4,03,0,3,1,9,2,1,2,2,1,3,04,99999,2,99,  ,04,02,11, ,07,1,4,9999, ,1,11,814325,017267301,0,0,0,0,0,0
,3,2,999919,99199,991999,999919,2,2,2,4,2,4,2,03,2,01,02,2,9,2,4,03,0,3,0,4,2,1,5,2,1,3,03,99999,2,99,  ,04,13,11, ,07,1,1,9999, ,1,11,503166,018633444,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,1,5,2,01,2,01,02,2,9,2,6,04,0,3,0,4,2,1,3,1,1,3,08,99999,2,99,  ,04,13,11, ,08,1,1,9999, ,1,11,294185,018633444,0,0,0,0,0,0
,3,2,888888,88888,888888,888888,8,8,8,8,8,4,2,05,1,01,03,2,9,2,3,03,0,3,0,4,2,1,1,2,1,3,08,99999,2,99,  ,04,12,11, ,05,1,1,9999, ,8,11,969251,016854831,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,2,4,2,03,1,01,03,2,9,2,3,02,0,3,0,4,2,1,6,1,1,3,09,99999,2,99,  ,04,13,11, ,06,1,1,9999, ,1,11,413479,022244869,0,0,0,0,0,0
,3,2,999919,99199,991999,999919,2,1,2,2,2,3,2,09,2,03,04,2,9,2,3,02,0,3,0,4,1,1,2,2,1,1,99,00900,1,99,  ,30,02,07, ,07,1,1,0300, ,1,11,896413,019200873,0,0,0,0,0,0
,3,2,999919,99919,991999,999991,2,2,2,4,3,4,2,03,1,01,03,2,9,2,5,03,0,3,0,4,2,1,6,2,1,3,09,99999,2,99,  ,04,13,11, ,05,1,1,9999, ,1,11,354733,020876110,0,0,0,0,0,0
,3,2,999919,99919,991999,999991,2,2,1,4,1,4,2,03,2,01,02,2,9,2,6,03,0,3,0,4,2,1,6,1,1,3,09,99999,2,99,  ,04,13,11, ,09,1,1,9999, ,1,11,936839,020549329,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,2,4,2,03,1,01,01,2,9,2,2,02,0,3,0,4,2,1,6,1,1,3,08,99999,2,99,  ,04,13,11, ,06,1,1,9999, ,1,11,758525,022244869,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,2,4,2,08,1,02,04,2,9,2,4,03,0,3,0,4,2,1,6,2,1,3,03,99999,2,99,  ,04,02,11, ,08,1,1,9999, ,1,11,388711,019200873,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,2,4,2,08,2,02,04,2,9,2,4,03,0,3,0,4,2,1,6,2,1,3,03,99999,2,99,  ,04,02,11, ,08,1,1,9999, ,1,11,273395,020876110,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,3,4,2,06,1,01,01,2,9,2,4,03,0,3,0,4,2,1,2,1,1,1,99,00750,2,99,  ,80,02,07, ,08,1,1,0187, ,1,11,937320,023381627,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,2,5,2,03,1,01,03,2,9,2,4,02,0,3,0,4,2,1,5,1,1,3,09,99999,2,99,  ,04,13,11, ,07,1,1,9999, ,1,11,801740,016854831,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,1,1,2,2,12,2,05,04,1,1,1,3,03,0,3,0,4,2,1,1,2,1,1,99,01200,1,99,  ,30,02,07, ,08,1,1,0400, ,1,11,919200,019200873,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,1,2,1,1,1,2,12,1,05,02,1,2,2,1,01,0,3,0,4,1,3,6,1,2,3,09,99999,2,15,  ,04,03,11, ,06,1,1,9999, ,1,12,750555,015718296,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,2,4,2,05,2,02,01,2,9,1,2,02,0,3,0,4,2,1,6,1,1,3,08,99999,2,99,  ,04,12,11, ,08,1,1,9999, ,1,12,551848,025281745,0,0,0,0,1,0
,3,2,999919,99919,991999,999919,2,2,2,4,2,4,2,02,2,01,03,2,9,2,2,02,0,3,0,4,2,1,6,2,1,3,04,99999,2,99,  ,04,13,11, ,08,1,1,9999, ,1,12,489426,025281745,0,0,0,0,0,0
,3,2,999919,99919,991999,999991,2,2,2,4,2,4,2,04,2,02,03,2,9,2,5,03,0,3,0,4,2,1,4,2,1,3,08,99999,2,99,  ,04,13,11, ,07,1,1,9999, ,1,12,648878,015698312,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,2,2,5,2,05,3,01,02,2,9,2,4,02,0,3,0,4,2,1,3,2,1,3,03,99999,2,99,  ,04,05,11, ,07,1,1,9999, ,1,12,991836,021281718,0,0,0,0,0,0
,3,2,999919,99919,999991,999991,2,2,2,4,2,4,2,05,1,02,04,2,9,2,5,04,0,3,0,4,1,1,6,1,1,3,10,99999,2,99,  ,04,05,11, ,09,1,1,9999, ,1,12,049023,020660190,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,8,2,2,1,4,2,05,1,02,04,2,9,2,3,02,0,3,0,4,2,1,6,2,1,3,04,99999,2,99,  ,04,05,11, ,08,1,1,9999, ,1,12,087690,020876110,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,2,2,1,2,11,2,05,02,1,2,2,1,01,0,3,1,9,2,1,4,2,1,1,99,01200,1,99,  ,30,03,07, ,07,1,4,1200, ,1,12,050053,021433573,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,2,5,2,05,1,01,98,2,9,2,3,03,0,3,0,4,2,1,8,2,1,3,09,99999,2,99,  ,04,02,11, ,07,1,1,9999, ,1,12,653453,019293944,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,1,1,1,2,12,2,05,04,1,8,2,3,02,0,3,0,4,2,1,1,2,1,3,06,99999,1,99,  ,04,03,11, ,05,1,1,9999, ,1,12,896493,025281745,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,1,4,2,03,1,01,03,2,9,2,3,02,0,3,0,4,2,1,4,4,1,3,12,99999,2,99,  ,04,13,11, ,08,1,1,9999, ,1,12,711919,018767450,0,0,0,0,1,0
,3,2,999919,99919,888888,888888,2,1,2,2,2,1,2,11,2,05,05,1,2,2,3,02,0,3,0,4,1,1,8,2,1,3,08,99999,1,99,  ,04,03,11, ,07,1,1,9999, ,1,12,594844,015698312,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,1,2,2,2,1,2,11,2,05,05,1,2,2,4,03,0,3,0,4,1,1,8,2,1,3,08,99999,1,99,  ,04,03,11, ,07,1,1,9999, ,1,12,931332,014724628,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,1,1,2,11,2,03,04,2,9,2,3,02,0,3,0,4,2,1,1,2,1,1,99,00930,1,99,  ,30,02,07, ,08,1,1,0310, ,1,12,674507,025281745,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,1,1,2,2,1,2,12,2,05,02,1,1,2,4,03,0,3,0,4,1,1,1,2,1,3,06,99999,2,15,  ,04,03,11, ,07,1,1,9999, ,1,12,693477,021281718,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,07,07,1,1,1,4,03,0,3,0,4,1,4,6,1,4,3,06,99999,2,15,  ,04,03,11, ,05,1,1,9999, ,1,13,417557,021048853,0,0,0,0,1,0
,3,2,999919,99919,991999,999919,2,2,1,4,1,4,2,03,1,01,02,2,9,2,2,02,0,3,0,4,2,1,5,2,1,1,99,00900,2,99,  ,80,13,07, ,07,1,1,0450, ,1,13,901961,019739012,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,07,05,1,1,1,4,03,0,3,0,4,1,3,4,2,1,3,08,99999,1,99,  ,04,03,11, ,05,1,1,9999, ,1,13,891817,016833653,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,2,2,8,2,11,1,05,05,1,8,8,3,02,0,3,0,4,1,3,5,1,3,3,08,99999,2,15,  ,04,02,11, ,07,1,1,9999, ,1,13,121611,019618376,0,0,0,0,1,0
,3,2,999919,99919,991999,999919,2,2,2,4,2,4,2,05,2,02,03,2,9,2,3,02,0,3,0,4,2,1,3,2,1,1,99,01150,2,99,  ,80,12,07, ,07,1,1,0383, ,1,13,076198,016833653,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,06,06,1,1,1,4,03,0,3,0,4,1,1,3,2,1,1,99,00940,2,12,  ,05,03,06, ,06,1,1,0235, ,1,13,488313,017731560,0,0,0,0,0,0
,3,2,999991,99919,999991,999919,2,2,2,2,2,5,2,12,2,05,04,1,2,2,2,02,0,3,0,4,2,1,1,2,1,3,04,99999,1,99,  ,04,03,11, ,06,1,1,9999, ,1,13,855825,019618376,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,3,5,2,03,2,01,03,2,9,2,5,03,0,3,0,4,2,1,4,2,1,1,99,01250,2,99,  ,80,13,07, ,09,1,1,0250, ,1,14,220667,017938206,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,1,4,2,04,1,01,03,2,9,2,3,03,0,3,0,4,2,1,2,2,1,1,99,01000,2,99,  ,80,13,07, ,07,1,1,0333, ,1,14,480641,020876110,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,8,8,1,1,1,5,2,12,2,05,02,1,2,2,3,02,0,3,0,4,1,1,3,2,1,3,08,99999,1,99,  ,04,03,11, ,07,1,1,9999, ,8,14,112781,016181256,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,2,2,5,2,12,2,06,08,1,1,1,2,02,0,3,1,9,2,1,1,2,1,1,99,01000,1,99,  ,31,03,07, ,05,1,4,0500, ,1,14,535119,021448009,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,2,5,2,09,2,03,04,2,9,2,5,04,0,3,0,4,1,1,4,2,1,1,99,01750,1,99,  ,30,02,07, ,07,1,1,0350, ,1,14,669800,024594903,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,2,5,2,09,2,03,05,2,9,2,5,04,0,3,0,4,1,1,4,2,1,1,99,01750,1,99,  ,30,02,07, ,07,1,1,0350, ,1,14,881015,017864106,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,2,5,2,06,1,03,05,2,9,2,3,02,0,3,0,4,2,1,1,1,1,3,08,99999,2,99,  ,04,12,11, ,08,1,1,9999, ,1,14,478291,022275382,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,2,2,5,2,11,2,05,03,1,2,2,4,03,0,3,0,4,4,1,5,2,1,1,99,00975,1,99,  ,30,03,07, ,07,1,1,0243, ,1,14,630639,014160756,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,2,2,1,2,12,2,05,06,1,2,2,3,02,0,3,0,4,2,3,2,2,3,1,99,01100,2,99,  ,80,03,07, ,07,1,1,0366, ,1,14,431697,014471492,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,1,1,1,2,12,2,05,02,1,1,1,2,02,0,3,0,4,1,1,1,2,1,1,99,01200,1,99,  ,31,03,07, ,06,1,1,0600, ,1,14,353785,017522999,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,2,2,5,2,12,2,05,02,1,2,2,1,01,0,3,0,4,1,1,2,2,1,1,99,02500,2,99,  ,80,02,07, ,08,1,1,2500, ,1,14,832169,014160756,0,0,0,0,1,1
,3,2,999919,99919,888888,999919,2,2,2,4,2,4,2,05,1,02,03,2,9,2,5,04,0,3,0,4,2,1,1,2,1,1,99,01500,2,99,  ,80,12,07, ,01,1,1,0300, ,1,14,503987,019186450,0,0,0,0,0,0
,3,2,999919,11999,991999,999919,2,1,2,4,2,1,2,12,2,03,05,2,9,2,3,02,0,3,0,4,1,1,2,2,1,1,99,01075,1,99,  ,30,02,07, ,08,1,1,0358, ,1,14,364329,020734242,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,8,1,4,1,1,2,10,2,03,02,2,9,2,4,02,0,3,0,4,1,1,4,2,1,3,06,99999,1,99,  ,04,02,11, ,09,1,1,9999, ,1,14,958439,014160756,0,0,0,0,0,0
,3,2,999919,99919,991999,999991,2,2,1,4,1,5,2,03,2,01,02,2,9,2,3,02,0,3,0,4,1,1,2,1,1,3,02,99999,2,99,  ,04,13,11, ,08,1,1,9999, ,1,15,970468,019571769,0,0,0,0,1,0
,3,2,999919,99919,991999,999991,2,2,1,4,1,5,2,03,2,01,03,2,9,2,3,02,0,3,0,4,1,1,2,1,1,3,02,99999,2,99,  ,04,13,11, ,08,1,1,9999, ,1,15,870186,019571769,0,0,0,0,1,0
,3,2,999919,99919,991999,999919,2,2,1,4,1,5,2,01,2,01,02,2,9,2,7,04,0,3,0,4,1,1,8,1,1,3,02,99999,2,99,  ,04,13,11, ,08,1,1,9999, ,1,15,983216,017204301,0,0,0,0,1,0
,3,2,999919,99919,991999,999919,2,2,2,4,2,4,2,03,1,01,03,2,9,2,5,04,0,3,0,4,2,1,6,1,1,3,09,99999,2,99,  ,04,13,11, ,06,1,1,9999, ,1,15,341843,027427411,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,1,1,1,2,12,2,05,02,1,1,1,4,03,0,3,0,4,2,3,4,2,3,3,08,99999,2,08,  ,04,03,11, ,05,1,1,9999, ,1,15,596123,020549329,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,3,4,2,4,2,03,1,02,01,2,9,1,2,02,0,3,0,4,1,1,6,2,1,3,08,99999,2,99,  ,04,13,11, ,06,1,1,9999, ,1,15,612424,021048853,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,4,1,5,2,01,2,02,02,2,9,1,2,02,0,3,0,4,2,1,1,1,1,3,02,99999,2,99,  ,04,13,11, ,07,1,1,9999, ,1,15,810310,016878543,0,1,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,4,1,5,2,01,2,02,03,2,9,2,6,04,0,3,0,4,2,1,1,1,1,3,02,99999,2,99,  ,04,13,11, ,07,1,1,9999, ,1,15,697761,027427411,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,2,4,2,06,2,01,03,2,9,2,4,03,0,3,0,4,2,1,6,2,1,3,08,99999,2,99,  ,04,02,11, ,07,1,1,9999, ,1,15,851607,016878543,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,1,1,1,3,13,3,05,07,1,1,2,4,03,0,3,0,4,1,3,1,4,1,3,08,99999,1,99,  ,04,03,11, ,05,1,1,9999, ,1,15,026641,016878543,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,8,2,1,1,1,4,2,12,1,05,03,1,1,1,3,02,0,3,0,4,1,3,3,1,3,3,08,99999,2,15,  ,04,03,11, ,05,1,1,9999, ,8,15,397129,027427411,0,1,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,1,1,3,2,08,2,03,03,1,1,1,5,03,0,3,0,4,2,2,1,4,2,2,99,99999,2,14,  ,17,03,05, ,01,1,1,9999, ,1,15,625605,017518412,0,0,0,0,1,0
,3,2,999919,99919,991999,999919,2,1,1,1,1,3,2,09,2,04,03,1,1,1,6,04,0,3,0,4,2,2,4,1,2,2,99,99999,2,14,  ,17,03,05, ,01,1,1,9999, ,1,15,093535,022844918,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,1,1,3,1,10,2,05,03,1,1,1,4,03,0,3,0,4,2,2,6,3,1,2,99,99999,2,99,  ,17,03,05, ,01,1,1,9999, ,1,15,724283,021366345,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,4,1,5,2,09,1,02,04,2,9,2,3,03,0,3,0,4,1,2,5,1,2,3,12,99999,2,99,  ,04,03,11, ,03,1,1,9999, ,1,15,260940,019571769,0,0,0,0,0,0
,3,2,999919,99919,999991,999991,2,1,1,4,3,4,2,09,2,03,05,2,9,2,3,02,0,3,0,4,1,1,2,2,1,1,99,00800,1,99,  ,30,02,07, ,09,1,1,0266, ,1,15,540527,022844918,0,0,0,0,0,0
,3,2,999919,99919,991999,999991,2,2,2,4,2,8,2,09,2,04,01,2,9,2,3,02,0,3,0,4,2,1,6,4,1,3,03,99999,2,99,  ,04,02,11, ,09,1,1,9999, ,1,15,875115,020876110,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,2,2,1,2,13,2,05,07,1,1,1,3,02,0,3,0,4,2,1,1,2,1,1,99,01200,1,99,  ,30,03,07, ,07,1,1,0400, ,1,15,734803,021366345,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,1,1,1,2,11,2,05,02,1,1,1,3,03,0,3,0,4,1,1,6,2,1,3,03,99999,1,99,  ,04,03,11, ,05,1,1,9999, ,1,15,989969,021433573,0,0,0,0,0,0
,3,2,999919,99919,919999,999919,2,2,2,4,2,1,2,11,2,02,04,2,9,2,3,02,0,3,0,4,1,1,2,2,1,1,99,01200,1,99,  ,30,02,07, ,08,1,1,0400, ,1,15,389064,016744866,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,4,1,5,2,05,2,01,03,2,9,2,3,03,0,3,0,4,2,1,5,2,1,1,99,01400,2,99,  ,80,12,07, ,05,1,1,0466, ,1,15,180224,016878543,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,1,1,1,2,12,3,05,05,1,1,1,4,03,0,3,0,4,2,1,3,2,1,1,99,01350,1,99,  ,30,02,07, ,08,1,1,0337, ,1,15,853872,017204301,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,4,2,5,2,04,2,02,04,2,9,2,6,04,0,3,0,4,2,1,6,2,1,1,99,01500,2,99,  ,80,13,07, ,08,1,1,0250, ,1,15,389021,021048853,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,1,8,8,2,4,2,03,1,01,01,2,9,2,1,01,0,3,0,4,1,1,6,2,1,3,08,99999,2,99,  ,04,13,11, ,08,1,1,9999, ,1,16,985442,015918452,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,1,2,4,1,8,2,03,2,01,03,2,9,2,4,03,1,9,1,9,1,1,5,1,1,3,03,99999,2,99,  ,04,13,11, ,07,4,4,9999, ,1,16,620892,023381627,0,1,0,0,1,0
,3,2,999919,99919,999991,999991,2,1,2,4,2,5,2,01,2,01,02,2,9,2,6,05,0,3,0,4,2,1,5,2,1,3,02,99999,2,99,  ,04,13,11, ,10,1,1,9999, ,1,16,795482,020876110,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,4,2,4,2,05,1,02,03,2,9,2,3,02,0,3,0,4,2,1,6,2,1,1,99,00850,2,99,  ,80,12,07, ,01,1,1,0283, ,1,16,104996,020876110,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,2,2,4,2,06,2,02,02,2,9,2,4,03,0,3,0,4,4,1,4,2,1,3,03,99999,2,99,  ,04,02,11, ,07,1,1,9999, ,1,16,407456,025024126,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,2,2,2,4,2,06,2,01,02,2,9,2,4,03,0,3,0,4,1,1,1,1,1,3,03,99999,2,99,  ,04,02,11, ,07,1,1,9999, ,1,16,022266,023381627,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,1,2,4,3,5,2,05,2,02,04,2,9,2,5,04,0,3,0,4,2,1,4,2,1,3,12,99999,2,15,  ,04,02,11, ,10,1,1,9999, ,1,16,538928,020876110,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,1,2,4,2,2,2,10,2,04,05,2,9,2,1,01,0,3,0,4,2,1,4,2,1,1,99,00600,1,99,  ,30,02,07, ,09,1,1,0600, ,1,16,358835,019251999,0,0,0,0,0,0
,3,2,999919,99919,999991,999991,2,2,1,3,3,8,1,05,3,02,02,2,9,2,5,04,0,3,0,4,2,4,5,3,1,2,99,99999,2,99,  ,03,12,05, ,01,1,1,9999, ,1,16,144789,020876110,0,0,0,0,0,0
,3,2,999919,99919,999991,999991,2,2,1,3,3,8,1,05,2,02,03,2,9,2,3,02,0,3,0,4,2,4,5,3,1,2,99,99999,2,99,  ,03,12,05, ,01,1,1,9999, ,1,16,612820,020876110,0,0,0,0,0,0
,3,2,999919,99919,999991,999991,2,2,1,3,3,8,1,05,2,02,04,2,9,2,1,01,0,3,0,4,2,4,5,3,1,2,99,99999,2,99,  ,03,12,05, ,01,1,1,9999, ,1,16,912011,020876110,0,0,0,0,0,0
,3,2,999919,99919,991999,999919,2,2,1,1,2,1,2,13,2,06,08,1,1,2,1,01,0,3,0,4,2,1,8,2,1,1,99,00625,2,99,  ,31,03,07, ,06,1,1,0625, ,1,16,526084,022305149,0,0,0,0,1,0
,3,2,999919,99919,991999,999919,2,2,1,1,1,2,2,12,2,05,04,1,2,2,3,02,0,3,0,4,1,1,6,2,1,1,99,01184,2,20,  ,21,03,07, ,05,1,1,0394, ,1,16,572142,020876110,0,0,0,0,0,0
