,3,3,999919,99919,991999,999919,2,2,2,1,1,5,2,13,2,06,08,1,2,2,3,02,0,3,0,4,1,1,8,2,1,3,08,99999,2,99,  ,04,12,11, ,05,1,1,9999, ,1,03,474583,018722511,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,2,1,1,5,2,13,2,06,08,1,2,2,3,02,0,3,0,4,1,1,8,2,1,3,08,99999,2,99,  ,04,12,11, ,05,1,1,9999, ,1,03,307879,018722511,0,1,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,1,2,13,3,07,06,1,1,1,4,03,0,3,0,4,2,1,2,2,1,3,03,99999,1,99,  ,04,12,11, ,01,1,1,9999, ,1,03,588684,016294510,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,5,2,13,1,06,07,1,1,1,1,01,0,3,0,4,1,2,1,1,2,3,08,99999,2,14,  ,04,07,11, ,01,1,1,9999, ,1,03,965627,016294510,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,1,1,1,1,8,2,13,2,06,07,1,1,1,1,01,0,3,0,4,1,2,1,1,2,3,08,99999,2,14,  ,04,07,11, ,01,1,1,9999, ,1,03,738810,019340501,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,5,2,13,1,06,07,1,1,1,1,01,0,3,0,4,1,2,2,1,2,3,08,99999,2,14,  ,04,07,11, ,01,1,1,9999, ,1,03,666629,016991849,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,06,05,1,1,1,1,01,0,3,0,4,1,3,8,1,3,3,08,99999,2,99,  ,04,03,11, ,05,1,1,9999, ,1,03,214105,018722511,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,06,05,1,1,1,1,01,0,3,0,4,1,3,8,1,3,3,08,99999,2,99,  ,04,03,11, ,05,1,1,9999, ,1,03,833909,018722511,0,0,0,0,0,0
,3,3,999919,99919,888888,999919,2,8,1,1,1,4,2,13,2,06,06,1,1,1,1,01,0,3,0,4,1,3,2,1,3,3,08,99999,2,99,  ,04,03,11, ,07,1,1,9999, ,1,03,133481,018722511,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,2,2,11,2,05,06,1,2,2,3,02,0,3,0,4,1,3,6,4,3,2,99,99999,1,99,  ,07,02,05, ,08,1,1,9999, ,1,03,387433,018717295,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,1,1,1,1,4,2,13,2,06,06,1,1,1,1,01,0,3,0,4,1,3,1,1,3,3,08,99999,2,99,  ,04,03,11, ,07,1,1,9999, ,1,03,175175,018722511,0,0,0,0,0,0
,3,3,999919,11999,991999,999919,2,1,2,4,2,5,2,08,2,02,04,2,9,2,1,01,0,4,1,9,3,1,4,2,1,3,12,99999,2,99,  ,04,08,11, ,08,2,4,9999, ,1,03,506678,018717295,0,0,0,0,0,0
,3,3,999919,11999,991999,999919,2,1,2,4,2,5,2,08,2,02,04,2,9,2,1,01,0,4,1,9,3,1,5,2,1,3,12,99999,2,99,  ,04,08,11, ,08,2,4,9999, ,1,03,716775,018717295,0,0,0,0,0,0
,3,3,999919,11999,991999,999919,2,1,2,4,2,5,2,08,2,02,02,2,9,2,1,01,0,4,1,9,3,1,5,2,1,3,12,99999,2,99,  ,04,08,11, ,08,2,4,9999, ,1,03,294156,018717295,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,5,2,12,2,07,08,1,1,1,3,02,0,3,0,4,1,1,1,2,1,1,99,00665,1,99,  ,31,10,07, ,03,1,1,0221, ,1,03,157197,019340501,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,3,5,2,13,2,07,09,1,1,1,4,03,0,3,0,4,3,2,6,1,2,3,08,99999,2,14,  ,04,03,11, ,01,1,1,9999, ,1,03,700897,018722511,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,3,5,2,13,2,07,09,1,1,1,3,02,0,3,0,4,3,2,3,1,2,3,08,99999,2,14,  ,04,03,11, ,01,1,1,9999, ,1,03,901241,018722511,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,07,08,1,1,1,3,03,0,3,0,4,1,1,2,2,1,1,99,02750,1,99,  ,80,12,07, ,01,1,1,0916, ,1,03,744361,018576599,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,8,8,1,1,1,5,2,13,2,07,08,1,1,1,2,02,0,3,0,4,1,1,2,2,1,1,99,02500,1,99,  ,80,12,07, ,01,1,1,1250, ,8,03,452299,020753122,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,2,4,1,2,2,06,2,03,03,2,9,2,2,02,0,3,0,4,1,1,4,2,1,3,04,99999,1,99,  ,04,01,11, ,09,1,1,9999, ,1,03,513739,020753122,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,07,09,1,1,1,3,02,0,3,0,4,1,1,3,2,1,3,08,99999,1,99,  ,04,03,11, ,01,1,1,9999, ,1,03,086792,016991849,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,07,09,1,1,1,4,03,0,3,0,4,4,1,6,2,1,3,08,99999,1,99,  ,04,03,11, ,01,1,1,9999, ,1,03,261933,019340501,0,0,0,0,0,0
,3,3,999919,99919,999991,999991,2,2,1,3,3,5,2,13,8,07,10,1,1,1,4,03,0,3,0,4,4,1,5,2,1,3,08,99999,2,99,  ,04,03,11, ,03,1,1,9999, ,1,03,510560,018722511,0,0,0,0,1,0
,3,3,999919,99919,991999,199999,2,2,2,2,2,5,2,08,1,04,05,2,9,2,2,02,0,3,0,4,1,3,1,1,3,3,08,99999,2,15,  ,04,01,11, ,08,1,1,9999, ,1,03,302046,022620252,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,1,2,13,1,05,06,1,1,1,3,02,0,3,0,4,1,2,4,1,2,3,08,99999,2,99,  ,04,03,11, ,05,1,1,9999, ,1,03,887813,018717295,0,0,0,0,0,0
,3,3,999919,99919,919999,999199,2,2,2,2,2,1,2,11,1,05,03,1,2,2,2,01,0,3,0,4,2,1,1,2,1,3,08,99999,1,99,  ,04,03,11, ,06,1,1,9999, ,1,03,105858,018576599,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,2,2,2,5,2,11,1,04,04,2,9,2,2,02,0,3,0,4,1,3,6,1,3,3,02,99999,2,99,  ,04,01,11, ,09,1,1,9999, ,1,03,913121,020538370,0,0,0,0,0,0
,3,3,999919,99919,991999,991199,2,2,2,4,1,5,2,11,2,04,04,2,9,2,3,02,1,9,1,9,1,1,6,2,1,3,04,99999,1,99,  ,04,01,11, ,08,4,4,9999, ,1,03,495207,018717295,0,0,0,0,0,0
,3,3,999919,99919,919999,119199,3,2,2,4,2,5,2,11,2,04,05,2,9,2,3,02,1,9,0,4,1,1,6,2,1,3,06,99999,1,99,  ,04,01,11, ,08,4,1,9999, ,1,03,220236,018050222,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,5,2,11,3,05,05,1,2,2,3,02,0,3,0,4,2,2,4,1,2,3,08,99999,2,99,  ,04,12,11, ,09,1,1,9999, ,1,03,453568,018722511,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,3,4,2,11,3,05,06,1,2,2,4,03,0,3,0,4,2,2,4,1,2,3,08,99999,2,99,  ,04,12,11, ,09,1,1,9999, ,1,03,814836,018722511,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,3,5,2,12,3,05,03,1,2,2,3,02,0,3,0,4,2,2,4,1,2,3,08,99999,2,14,  ,04,03,11, ,01,1,1,9999, ,1,03,849506,018722511,0,0,0,0,0,0
,3,3,999919,99919,999991,999919,2,2,2,4,3,5,2,05,2,03,03,2,9,2,4,03,0,3,0,4,2,1,8,2,1,3,03,99999,2,99,  ,04,12,11, ,09,1,1,9999, ,1,03,840063,020753122,0,0,0,0,0,0
,3,3,999919,99919,999991,999919,2,2,2,4,3,5,2,05,2,03,05,2,9,2,4,03,0,3,0,4,2,1,8,2,1,3,03,99999,2,99,  ,04,12,11, ,09,1,1,9999, ,1,03,214022,020753122,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,07,08,1,1,1,1,01,0,3,0,4,2,1,1,2,1,3,06,99999,1,99,  ,04,12,11, ,02,1,1,9999, ,1,03,987473,019340501,0,0,0,0,1,0
,3,3,999919,99919,991999,999919,2,2,1,1,3,5,2,13,3,07,09,1,2,2,3,02,0,3,0,4,2,1,2,2,1,3,08,99999,1,99,  ,04,03,11, ,01,1,1,9999, ,1,03,109340,018722511,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,1,3,13,3,05,05,1,1,1,1,01,0,3,0,4,1,3,1,4,4,3,08,99999,2,99,  ,04,03,11, ,06,1,1,9999, ,1,03,256309,018717295,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,1,3,13,3,05,05,1,1,1,1,01,0,3,0,4,1,3,1,4,4,3,08,99999,2,99,  ,04,03,11, ,06,1,1,9999, ,1,03,207776,019340501,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,07,09,1,1,1,3,02,0,3,0,4,3,1,2,2,1,1,99,11797,1,99,  ,80,03,07, ,01,1,1,0000, ,1,03,568094,018576599,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,1,1,1,1,2,2,13,2,07,07,1,1,1,1,01,0,3,0,4,3,1,1,2,1,3,01,99999,2,99,  ,04,12,11, ,08,1,1,9999, ,1,03,389301,019340501,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,1,1,1,1,8,2,13,2,07,08,1,1,1,2,02,0,3,0,4,3,1,4,2,1,3,08,99999,2,14,  ,04,03,11, ,01,1,1,9999, ,1,03,003550,019340501,0,0,0,0,1,0
,3,3,999919,99919,888888,999919,2,2,1,1,1,5,2,13,2,07,09,1,1,1,4,03,0,3,0,4,4,1,8,2,4,1,99,05000,1,99,  ,80,03,07, ,01,1,1,1250, ,1,03,935336,018576599,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,4,2,13,1,07,09,1,1,1,6,04,0,3,0,4,4,3,1,1,3,3,08,99999,2,99,  ,04,03,11, ,05,1,1,9999, ,1,04,630590,018722511,0,0,0,0,0,0
,3,3,999919,99919,999119,999919,2,2,1,3,3,1,2,13,2,06,08,1,1,1,5,03,0,3,0,4,1,3,4,1,3,3,08,99999,2,99,  ,04,03,11, ,06,1,1,9999, ,1,04,581772,021861641,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,3,5,2,13,1,07,09,1,1,1,5,03,0,3,0,4,1,3,1,1,3,3,08,99999,2,99,  ,04,03,11, ,05,1,1,9999, ,1,04,972271,018722511,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,3,5,2,13,1,07,09,1,1,2,4,02,0,3,0,4,1,3,5,1,3,3,08,99999,2,99,  ,04,03,11, ,05,1,1,9999, ,1,04,878956,018722511,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,3,2,13,1,07,02,1,1,1,1,01,0,3,0,4,1,3,2,2,3,3,02,99999,2,15,  ,04,03,11, ,05,1,1,9999, ,1,04,348810,019079532,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,2,2,2,1,2,11,2,05,03,1,2,2,1,01,0,3,0,4,1,1,1,2,1,3,08,99999,1,99,  ,04,03,11, ,07,1,1,9999, ,1,04,795813,018722511,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,2,1,5,8,13,2,07,08,1,2,2,1,01,0,3,0,4,1,3,6,4,4,3,08,99999,2,15,  ,04,03,11, ,05,1,1,9999, ,1,04,915683,018722511,0,1,0,0,1,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,2,2,12,2,07,09,1,1,1,4,04,0,3,0,4,1,2,4,1,2,3,08,99999,2,14,  ,04,12,11, ,01,1,1,9999, ,1,04,022674,017435837,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,4,2,12,2,07,09,1,1,1,6,04,0,3,0,4,1,2,4,1,2,3,03,99999,2,14,  ,04,12,11, ,01,1,1,9999, ,1,04,767081,021506045,0,0,0,0,0,0
,3,3,999919,99919,999991,999919,2,2,1,1,3,5,2,13,2,07,08,1,1,1,4,03,0,3,0,4,1,3,5,1,2,3,03,99999,2,99,  ,04,03,11, ,05,1,1,9999, ,1,04,571414,028056678,0,0,0,0,1,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,06,07,1,1,1,2,01,0,3,0,4,4,2,4,1,2,3,09,99999,2,99,  ,04,03,11, ,05,1,1,9999, ,1,04,045350,019079532,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,2,2,3,5,2,13,2,06,07,1,1,1,2,01,0,3,0,4,4,2,4,1,2,3,09,99999,1,99,  ,04,03,11, ,05,1,1,9999, ,1,04,507251,019079532,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,2,3,5,2,13,1,07,08,1,1,1,1,01,0,3,0,4,1,2,5,1,2,3,08,99999,2,99,  ,04,03,11, ,06,1,1,9999, ,1,04,849279,018722511,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,3,5,2,13,2,07,08,1,1,1,1,01,0,3,0,4,1,2,4,2,2,3,02,99999,2,99,  ,04,03,11, ,06,1,1,9999, ,1,04,948266,019079532,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,1,2,12,2,06,08,1,1,1,2,02,0,3,0,4,1,2,1,2,2,1,99,03450,2,99,  ,80,06,07, ,06,1,1,1725, ,1,04,092418,021861641,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,3,5,2,13,2,07,09,1,1,1,1,01,0,3,0,4,1,2,6,1,3,3,08,99999,2,15,  ,04,03,11, ,06,1,1,9999, ,1,04,075931,021861641,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,2,1,3,5,2,12,1,06,06,1,1,1,2,02,0,3,0,4,1,3,6,1,3,3,03,99999,2,15,  ,04,02,11, ,08,1,1,9999, ,1,04,189282,020753122,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,07,10,1,1,1,4,03,0,3,0,4,2,2,6,1,2,3,03,99999,2,99,  ,04,03,11, ,02,1,1,9999, ,1,04,237357,028056678,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,07,07,1,1,1,5,04,0,3,0,4,2,2,3,1,2,3,08,99999,2,99,  ,04,03,11, ,02,1,1,9999, ,1,04,128499,018722511,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,2,2,13,1,07,07,1,1,1,3,02,0,3,0,4,4,2,2,1,2,3,08,99999,2,99,  ,04,03,11, ,03,1,1,9999, ,1,04,725537,021861641,0,0,0,0,0,0
,3,3,999919,99919,999119,999919,2,2,1,1,1,1,2,13,2,07,03,1,1,1,3,02,0,3,0,4,1,1,1,2,1,3,08,99999,1,99,  ,04,03,11, ,06,1,1,9999, ,1,04,112358,018722511,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,3,5,2,13,2,06,08,1,1,1,3,02,0,3,0,4,1,1,1,2,1,3,08,99999,1,99,  ,04,03,11, ,07,1,1,9999, ,1,04,254655,019079532,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,06,08,1,1,1,3,02,0,3,0,4,1,1,1,2,1,1,99,03000,2,99,  ,80,03,07, ,07,1,1,1000, ,1,04,943277,016960553,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,2,1,1,3,2,13,3,07,07,1,1,1,3,02,0,3,0,4,4,2,1,2,2,3,01,99999,2,15,  ,04,03,11, ,05,1,1,9999, ,1,04,956190,020753122,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,3,5,2,13,2,06,07,1,1,1,5,04,0,3,0,4,4,3,3,1,3,3,08,99999,2,99,  ,04,03,11, ,06,1,1,9999, ,1,04,694969,021861641,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,3,5,2,13,1,06,07,1,1,1,3,02,0,3,0,4,4,3,6,1,3,3,06,99999,2,99,  ,04,03,11, ,06,1,1,9999, ,1,04,909584,018717295,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,1,2,13,2,07,08,1,1,1,2,02,0,3,0,4,4,2,8,1,2,3,08,99999,2,99,  ,04,03,11, ,03,1,1,9999, ,1,04,417473,018722511,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,2,2,2,4,2,13,1,06,08,1,1,1,3,02,0,3,0,4,1,3,2,1,3,3,08,99999,2,15,  ,04,03,11, ,06,1,1,9999, ,1,04,980394,017435837,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,2,2,2,4,2,07,1,04,06,1,2,2,5,04,0,3,0,4,2,1,4,1,1,3,08,99999,1,99,  ,04,01,11, ,09,1,1,9999, ,1,04,403297,018717295,0,0,0,0,0,0
,3,3,999919,99919,888888,999919,2,2,1,1,1,2,2,13,2,05,07,1,1,1,1,01,0,3,0,4,2,1,8,2,1,3,08,99999,2,99,  ,04,03,11, ,03,1,1,9999, ,1,04,117828,017340441,0,0,0,0,1,0
,3,3,999919,99919,999991,999919,2,2,1,1,3,5,2,13,2,07,08,1,1,1,2,01,0,3,0,4,4,2,3,2,2,3,01,99999,2,99,  ,04,12,11, ,03,1,1,9999, ,1,04,506243,019079532,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,2,2,2,5,2,13,1,07,08,1,2,2,3,02,0,3,0,4,1,3,4,4,3,3,08,99999,2,99,  ,04,04,11, ,07,1,1,9999, ,1,04,961130,018722511,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,2,2,2,5,2,13,2,07,08,1,2,2,1,01,0,3,0,4,1,3,4,2,3,1,99,01600,2,99,  ,80,04,07, ,07,1,1,1600, ,1,04,500807,017340441,0,0,0,0,0,0
,3,3,999919,99919,999119,999919,2,2,1,3,3,2,2,13,2,07,07,1,1,1,1,01,0,3,0,4,1,1,2,2,1,3,08,99999,1,99,  ,04,03,11, ,05,1,1,9999, ,1,04,908476,017340441,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,2,2,13,2,07,07,1,1,1,3,02,0,3,0,4,4,1,1,4,1,1,99,01500,1,99,  ,80,03,07, ,05,1,1,0500, ,1,04,406085,020753122,0,0,0,0,0,1
,3,3,999919,99919,991999,999919,2,2,2,1,1,1,2,13,2,06,07,1,1,1,1,01,0,3,0,4,1,3,5,2,3,2,99,99999,2,99,  ,07,02,05, ,08,1,1,9999, ,1,04,312176,018717295,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,1,2,13,1,07,05,1,1,1,3,02,0,3,0,4,3,2,3,1,2,3,08,99999,2,14,  ,04,03,11, ,01,1,1,9999, ,1,04,310632,017435837,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,5,2,13,1,07,05,1,1,1,4,03,0,3,0,4,2,2,5,1,2,3,08,99999,2,14,  ,04,03,11, ,01,1,1,9999, ,1,04,073631,016960553,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,2,3,3,5,2,13,1,06,08,1,1,1,4,03,0,3,0,4,1,3,6,1,3,3,08,99999,2,99,  ,04,03,11, ,05,1,1,9999, ,1,04,713726,016960553,0,1,0,0,1,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,4,2,12,2,05,01,1,1,1,3,02,0,3,0,4,1,1,1,2,1,1,99,02920,2,99,  ,80,03,07, ,03,1,1,0973, ,1,04,579081,020329842,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,5,2,13,1,07,08,1,1,1,3,03,0,3,0,4,2,2,3,1,2,3,08,99999,2,14,  ,04,12,11, ,10,1,1,9999, ,1,04,629532,018722511,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,1,1,13,2,06,07,1,1,1,2,02,0,3,0,4,1,2,1,3,4,3,08,99999,2,99,  ,04,03,11, ,06,1,1,9999, ,1,04,471729,021861641,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,8,2,13,2,07,07,1,1,1,2,01,0,3,0,4,1,1,1,2,1,3,03,99999,2,99,  ,04,12,11, ,04,1,1,9999, ,1,04,937875,017340441,0,0,0,0,1,0
,3,3,999919,99919,991999,999919,2,2,2,4,2,5,2,10,1,04,02,1,2,2,3,02,0,3,0,4,4,3,2,1,3,2,99,99999,2,99,  ,07,01,05, ,07,1,1,9999, ,1,04,246485,021506045,0,0,0,0,0,0
,3,3,999919,99919,888888,999919,2,2,1,1,1,1,2,13,2,07,07,1,1,1,3,02,0,3,0,4,4,2,1,1,2,3,08,99999,2,99,  ,04,03,11, ,03,1,1,9999, ,1,04,251847,020753122,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,07,08,1,1,1,3,03,0,3,0,4,3,1,3,2,1,3,03,99999,2,99,  ,04,03,11, ,03,1,1,9999, ,1,04,671184,018803070,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,2,1,2,1,2,11,1,05,06,1,2,2,2,02,0,3,0,4,2,3,2,1,3,3,08,99999,2,99,  ,04,02,11, ,08,1,1,9999, ,1,04,527941,017435837,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,2,2,2,2,2,11,2,05,07,1,2,2,3,02,0,3,0,4,1,3,4,1,3,3,08,99999,2,99,  ,04,02,11, ,08,1,1,9999, ,1,04,751720,018717295,0,0,0,0,0,0
,3,3,999919,99919,999991,999991,2,2,1,1,3,5,2,13,2,07,08,1,1,1,2,02,0,3,0,4,1,1,8,2,1,3,03,99999,2,99,  ,04,03,11, ,03,1,1,9999, ,1,04,074777,016960553,0,1,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,3,2,2,13,2,07,08,1,1,1,1,01,0,3,0,4,4,1,5,2,1,1,99,01392,2,99,  ,31,03,07, ,05,1,1,1392, ,1,04,100020,020329842,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,3,2,2,13,2,07,08,1,1,1,1,01,0,3,0,4,4,1,5,2,1,1,99,01419,2,99,  ,31,03,07, ,05,1,1,1419, ,1,04,530236,019079532,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,2,2,13,2,06,07,1,1,1,3,02,0,3,0,4,1,1,2,2,1,3,04,99999,2,99,  ,04,03,11, ,06,1,1,9999, ,1,04,533388,019079532,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,07,08,1,1,1,2,02,0,3,0,4,1,1,5,2,1,3,08,99999,1,99,  ,04,03,11, ,04,1,1,9999, ,1,04,946288,019079532,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,06,07,1,1,1,2,02,0,3,0,4,2,1,6,2,1,3,08,99999,1,99,  ,04,03,11, ,06,1,1,9999, ,1,04,810568,018722511,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,2,2,2,5,2,13,2,06,08,1,2,2,3,02,0,3,0,4,2,1,4,2,1,3,08,99999,2,99,  ,04,03,11, ,05,1,1,9999, ,1,04,831282,016960553,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,5,2,12,2,06,02,1,1,1,4,02,0,3,0,4,4,1,8,2,1,3,08,99999,1,99,  ,04,03,11, ,07,1,1,9999, ,1,04,621367,020329842,0,0,0,0,0,0
,3,3,999919,99919,888888,999919,2,2,1,1,1,8,2,13,2,07,08,1,1,1,3,03,0,3,0,4,3,1,1,2,1,3,08,99999,2,99,  ,04,03,11, ,05,1,1,9999, ,1,02,740815,018736204,0,1,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,3,5,2,13,2,07,07,1,1,1,3,02,0,3,0,4,4,1,2,2,1,1,99,02500,2,99,  ,80,03,07, ,03,1,1,0833, ,1,04,330731,020329842,0,0,0,0,0,0
,3,3,999919,99919,999991,999991,2,2,1,3,3,8,2,12,2,06,08,1,2,2,4,03,0,3,0,4,4,1,2,2,1,3,03,99999,1,99,  ,04,03,11, ,07,1,1,9999, ,1,04,197937,019079532,0,0,0,0,0,0
,3,3,999919,99919,999991,999919,2,2,2,3,3,8,2,12,2,06,07,1,2,2,3,02,0,3,0,4,4,1,5,2,1,3,03,99999,1,99,  ,04,03,11, ,07,1,1,9999, ,1,04,464040,020753122,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,5,3,13,3,06,07,1,1,1,6,04,0,3,0,4,1,3,4,4,3,3,08,99999,2,15,  ,04,03,11, ,06,1,1,9999, ,1,05,234166,018722511,0,0,0,0,1,0
,3,3,999919,99919,999119,999919,2,2,1,1,3,1,2,13,1,07,09,1,1,1,4,03,0,3,0,4,4,3,4,1,3,3,08,99999,2,99,  ,04,03,11, ,04,1,1,9999, ,1,05,157955,018525009,0,0,0,0,0,0
,3,3,999919,99919,999119,999919,2,2,1,1,3,1,2,13,1,07,09,1,1,1,3,02,0,3,0,4,4,3,1,1,3,3,08,99999,2,99,  ,04,03,11, ,04,1,1,9999, ,1,05,863797,018722511,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,8,8,4,2,12,1,06,07,1,2,3,7,04,0,3,0,4,2,3,5,1,3,3,08,99999,2,99,  ,04,02,11, ,09,1,1,9999, ,1,05,275964,020306370,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,07,08,1,1,1,6,04,0,3,0,4,4,3,2,1,3,3,03,99999,2,99,  ,04,03,11, ,05,1,1,9999, ,1,05,663517,018525009,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,07,08,1,1,1,3,02,0,3,0,4,4,3,2,1,3,3,02,99999,2,99,  ,04,03,11, ,05,1,1,9999, ,1,05,785546,022893532,0,0,0,0,0,0
,3,3,999919,99919,991999,999919,2,2,1,1,1,5,2,13,1,07,08,1,1,1,3,02,0,3,0,4,4,3,6,1,3,3,08,99999,2,99,  ,04,03,11, ,05,1,1,9999, ,1,05,926498,018717295,0,0,0,0,0,0
,3,3,999919,99919,991999,999199,2,2,1,1,1,5,3,13,2,07,09,1,1,1,4,03,0,3,0,4,4,3,4,4,4,3,12,99999,2,99,  ,04,03,11, ,05,1,1,9999, ,1,05,715486,020025739,0,0,0,0,0,0
,3,3,999919,99919,999991,999991,2,2,1,3,3,5,2,13,2,07,10,1,2,3,6,05,0,3,0,4,4,2,6,1,2,3,08,99999,2,99,  ,04,05,11, ,06,1,1,9999, ,1,05,289084,018722511,0,0,0,0,1,0
,3,3,999919,99919,999991,999991,2,2,1,3,3,5,2,13,3,07,10,1,2,3,5,04,0,3,0,4,4,2,6,1,2,3,08,99999,2,99,  ,04,05,11, ,06,1,1,9999, ,1,05,860377,018525009,0,0,0,0,1,0
,3,3,999919,99919,999991,999991,2,8,1,3,1,5,2,13,2,07,10,1,1,2,4,03,0,3,0,4,4,2,6,1,2,3,08,99999,2,99,  ,04,05,11, ,06,1,1,9999, ,1,05,652876,018722511,0,0,0,0,1,0
